model_name,model_short,primitive,emotion,combo,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
qwen2.5:0.5b,qwen,die,Nostalgia,die × Nostalgia,3,0,0,5,5,5,5,0,3.0,die,die,0.9,False
qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,1,0,0,0,0,0,0,0,0.0,no,,1.0,False
qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,2,0,0,0,0,0,0,0,0.0,nostalgia,nostalgia,1.0,False
qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,3,10,0,0,0,0,0,0,2.5,time,time,1.0,False
qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,1,10,0,10,10,10,0,10,8.0,anxiety,time anxiety,1.0,False
qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,2,9,8,8,8,9,7,8,8.3,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.0,False
qwen2.5:0.5b,qwen,time,Awe,time × Awe,1,8,5,2,6,7,5,3,5.5,awe,awe,1.0,False
qwen2.5:0.5b,qwen,time,Awe,time × Awe,2,10,10,10,10,10,10,10,10.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,time,Awe,time × Awe,3,0,10,0,0,0,0,0,1.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,time,Interest,time × Interest,1,0,0,0,0,0,0,0,0.0,no,time,1.0,False
qwen2.5:0.5b,qwen,time,Interest,time × Interest,2,10,0,0,10,0,0,0,4.0,time,time,1.0,False
qwen2.5:0.5b,qwen,time,Interest,time × Interest,3,5,0,0,0,0,0,0,1.25,interest,time interest,1.0,False
qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,1,0,0,0,0,0,0,0,0.0,,anxiety,1.0,False
qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,now,0.0,False
qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.9,False
qwen2.5:0.5b,qwen,now,Excitement,now × Excitement,1,10,10,10,10,10,10,10,10.0,now,now,1.0,False
qwen2.5:0.5b,qwen,now,Excitement,now × Excitement,2,10,10,10,10,10,10,10,10.0,now,now,1.0,False
qwen2.5:0.5b,qwen,now,Excitement,now × Excitement,3,0,10,10,10,10,10,10,7.5,now,now — what this combination becomes,1.0,False
qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,1,10,10,10,10,10,10,10,10.0,now,now,1.0,False
qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,2,0,0,0,0,0,0,0,0.0,,now,0.0,False
qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,3,10,10,10,10,10,10,10,10.0,calmness,calmness,1.0,False
qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,1,10,10,10,10,10,10,10,10.0,nostalgia,before,1.0,False
qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,2,10,10,10,10,10,10,10,10.0,nostalgia,before — how it relates to the other concepts,1.0,False
qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,3,0,0,0,0,0,0,0,0.0,nostalgia,before-nostalgia,1.0,False
qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,1,0,0,0,0,0,0,0,0.0,Sadness,before (sadness) - Sadness,1.0,False
qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,2,0,0,0,0,0,0,0,0.0,before,before,1.0,False
qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,3,0,0,0,0,0,0,0,0.0,sadness,before sadness,1.0,False
qwen2.5:0.5b,qwen,before,Pride,before × Pride,1,0,0,0,0,0,0,0,0.0,none,before,1.0,False
qwen2.5:0.5b,qwen,before,Pride,before × Pride,2,0,0,0,0,0,0,0,0.0,emotion,before + emotion,1.0,False
qwen2.5:0.5b,qwen,before,Pride,before × Pride,3,0,0,0,0,0,0,0,0.0,before,before,1.0,False
qwen2.5:0.5b,qwen,after,Relief,after × Relief,1,0,0,0,0,0,0,0,0.0,relief,relief,1.0,False
qwen2.5:0.5b,qwen,after,Relief,after × Relief,2,0,0,0,0,0,0,0,0.0,,relief,1.0,False
qwen2.5:0.5b,qwen,after,Relief,after × Relief,3,0,0,0,0,0,0,0,0.0,,after,0.0,False
qwen2.5:0.5b,qwen,after,Satisfaction,after × Satisfaction,1,10,10,10,10,10,10,10,10.0,satisfaction,happy after,1.0,False
qwen2.5:0.5b,qwen,after,Satisfaction,after × Satisfaction,2,0,0,0,0,0,0,0,0.0,satisfaction,satisfaction,1.0,False
qwen2.5:0.5b,qwen,after,Satisfaction,after × Satisfaction,3,0,0,0,0,0,0,0,0.0,Satisfaction,Satisfaction,0.9,False
qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,1,9,9,9,9,9,9,9,9.0,nostalgia,nostalgia,1.0,False
qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,2,5,0,0,0,5,0,0,2.0,nostalgia,after/afterwards,1.0,False
qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,3,0,0,0,0,0,0,0,0.0,nostalgia,nostalgia,0.0,False
qwen2.5:0.5b,qwen,moment,Awe,moment × Awe,1,5,5,5,5,5,5,5,5.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,moment,Awe,moment × Awe,2,0,0,0,0,0,0,0,0.0,moment,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Awe,moment × Awe,3,10,10,10,10,10,10,10,10.0,awake,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Excitement,moment × Excitement,1,9,9,9,9,9,9,9,9.0,moment,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Excitement,moment × Excitement,2,10,10,0,0,0,0,0,3.5,excitement,excitement,1.0,False
qwen2.5:0.5b,qwen,moment,Excitement,moment × Excitement,3,10,10,10,10,10,10,10,10.0,excited,excited moment,1.0,False
qwen2.5:0.5b,qwen,moment,Fear,moment × Fear,1,0,0,0,0,0,0,0,0.0,no sensation,no combination,1.0,False
qwen2.5:0.5b,qwen,moment,Fear,moment × Fear,2,8,8,6,8,8,8,7,7.55,fear,fear,1.0,False
qwen2.5:0.5b,qwen,moment,Fear,moment × Fear,3,0,0,0,0,0,0,0,0.0,emotion,moment,0.0,False
qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,1,0,0,0,0,0,0,0,0.0,none,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,2,0,0,0,0,0,0,0,0.0,interest,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,3,5,5,5,5,5,5,5,5.0,emotion,moment,1.0,False
qwen2.5:0.5b,qwen,place,Nostalgia,place × Nostalgia,1,5,3,8,6,7,5,4,5.8,nostalgia,place,1.0,False
qwen2.5:0.5b,qwen,place,Nostalgia,place × Nostalgia,2,5,4,4,5,3,4,4,4.25,place,place,1.0,False
qwen2.5:0.5b,qwen,place,Nostalgia,place × Nostalgia,3,10,10,10,10,10,10,10,10.0,nostalgia,place,1.0,False
qwen2.5:0.5b,qwen,place,Awe,place × Awe,1,5,5,0,5,0,5,5,3.25,awe,awe,1.0,False
qwen2.5:0.5b,qwen,place,Awe,place × Awe,2,10,10,10,10,10,10,10,10.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,place,Awe,place × Awe,3,0,0,0,0,0,0,0,0.0,Awe,place,1.0,False
qwen2.5:0.5b,qwen,place,Anxiety,place × Anxiety,1,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,place,Anxiety,place × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,place - feeling anxious about something,1.0,False
qwen2.5:0.5b,qwen,place,Anxiety,place × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.0,False
qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,1,0,0,0,0,0,0,0,0.0,,no word that combines place and curiosity,0.0,False
qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,2,7,5,3,5,4,2,4,4.6,place,place,0.9,False
qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,3,0,0,0,0,0,0,0,0.0,curiosity,place,1.0,False
qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,1,10,10,10,10,10,10,10,10.0,calmness,calm,1.0,False
qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,2,0,0,0,0,0,0,0,0.0,calmness,here,0.5,False
qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,3,10,10,10,10,10,10,10,10.0,calmness,here,1.0,False
qwen2.5:0.5b,qwen,here,Nostalgia,here × Nostalgia,1,5,0,0,7,0,5,5,3.05,nostalgia,nostalgic emotion,1.0,False
qwen2.5:0.5b,qwen,here,Nostalgia,here × Nostalgia,2,8,10,8,8,8,8,8,8.2,nostalgia,here,1.0,False
qwen2.5:0.5b,qwen,here,Nostalgia,here × Nostalgia,3,10,0,0,0,0,0,0,2.5,nostalgia,nostalgia,1.0,False
qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,1,0,0,5,0,0,0,5,1.25,here,here,1.0,False
qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,3,5,0,1,0,0,0,0,1.45,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,1,0,5,5,0,5,5,5,3.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,2,5,5,5,5,5,5,5,5.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,3,10,10,10,10,10,10,10,10.0,nostalgia,nostalgia,1.0,False
qwen2.5:0.5b,qwen,far,Awe,far × Awe,1,0,0,0,0,0,0,0,0.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Awe,far × Awe,2,10,10,10,10,10,10,10,10.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Awe,far × Awe,3,0,0,0,0,0,0,0,0.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,1,1,1,1,1,1,1,1,1.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,far-anxiety,0.5,False
qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,3,10,0,0,10,0,0,0,4.0,far,far,1.0,False
qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,1,0,2,1,0,1,0,0,0.55,near,near,1.0,False
qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,2,0,0,0,0,0,0,0,0.0,calmness,calmness,1.0,False
qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,3,0,0,0,0,0,0,0,0.0,,near,1.0,False
qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,near,1.0,False
qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,2,0,0,0,0,0,0,0,0.0,,near,0.0,False
qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,near-anxiety,0.0,False
qwen2.5:0.5b,qwen,near,Romance,near × Romance,1,9,9,8,9,9,7,7,8.5,romantic,near-romantic,1.0,False
qwen2.5:0.5b,qwen,near,Romance,near × Romance,2,7,4,6,5,4,3,2,5.1,romantic near,near romance — what this combination becomes,1.0,False
qwen2.5:0.5b,qwen,near,Romance,near × Romance,3,10,10,10,10,10,10,10,10.0,romance,romance — the combination becomes a word,1.0,False
qwen2.5:0.5b,qwen,inside,Comfort,inside × Comfort,1,0,0,0,0,0,0,0,0.0,comfort,comfort,0.9,False
qwen2.5:0.5b,qwen,inside,Comfort,inside × Comfort,2,0,0,0,0,0,0,0,0.0,comfort,inside,1.0,False
qwen2.5:0.5b,qwen,inside,Comfort,inside × Comfort,3,10,10,0,0,0,0,1,3.55,comfort,inside,1.0,False
qwen2.5:0.5b,qwen,inside,Curiosity,inside × Curiosity,1,0,0,0,0,0,0,0,0.0,,curiosity — what this combination becomes,0.9,False
qwen2.5:0.5b,qwen,inside,Curiosity,inside × Curiosity,2,0,0,5,5,5,5,5,3.25,inside,being inside,1.0,False
qwen2.5:0.5b,qwen,inside,Curiosity,inside × Curiosity,3,0,0,0,0,0,0,0,0.0,curiosity,curiosity — what this combination becomes,1.0,False
qwen2.5:0.5b,qwen,inside,Fear,inside × Fear,1,10,10,10,10,10,10,10,10.0,fear,fear,1.0,False
qwen2.5:0.5b,qwen,inside,Fear,inside × Fear,2,10,10,10,10,10,10,10,10.0,Fear,inside fear,1.0,False
qwen2.5:0.5b,qwen,inside,Fear,inside × Fear,3,0,0,0,0,0,0,0,0.0,,no,1.0,False
qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,1,10,10,10,10,10,10,10,10.0,disgust,not,1.0,False
qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,2,0,0,0,0,0,0,0,0.0,disgust,not,0.0,False
qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,3,1,2,3,4,5,6,7,3.35,disgust,not,1.0,False
qwen2.5:0.5b,qwen,not,Fear,not × Fear,1,0,0,0,0,0,0,0,0.0,Fear,Fear,1.0,False
qwen2.5:0.5b,qwen,not,Fear,not × Fear,2,10,10,10,10,10,10,10,10.0,not,not,1.0,False
qwen2.5:0.5b,qwen,not,Fear,not × Fear,3,0,0,0,0,0,0,0,0.0,not,not,1.0,False
qwen2.5:0.5b,qwen,not,Anxiety,not × Anxiety,1,0,0,0,0,0,0,0,0.0,Anxiety,Anxiety,1.0,False
qwen2.5:0.5b,qwen,not,Anxiety,not × Anxiety,2,8,1,0,8,8,8,8,5.7,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,not,Anxiety,not × Anxiety,3,10,10,10,10,10,10,10,10.0,not,not,1.0,False
qwen2.5:0.5b,qwen,not,Calmness,not × Calmness,1,0,0,0,0,0,0,0,0.0,Calmness,not,1.0,False
qwen2.5:0.5b,qwen,not,Calmness,not × Calmness,2,0,0,0,0,0,0,0,0.0,calmness,not,1.0,False
qwen2.5:0.5b,qwen,not,Calmness,not × Calmness,3,10,0,0,0,0,0,0,2.5,calmness,calmness,1.0,False
qwen2.5:0.5b,qwen,maybe,Hope,maybe × Hope,1,8,7,9,7,8,7,7,7.8,hope,maybe hope,1.0,False
qwen2.5:0.5b,qwen,maybe,Hope,maybe × Hope,2,8,6,5,1,3,3,1,4.55,maybe,maybe,0.7,False
qwen2.5:0.5b,qwen,maybe,Hope,maybe × Hope,3,5,0,0,5,5,5,5,3.5,maybe,maybe,0.5,False
qwen2.5:0.5b,qwen,maybe,Anxiety,maybe × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.0,False
qwen2.5:0.5b,qwen,maybe,Anxiety,maybe × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,maybe,Anxiety,maybe × Anxiety,3,5,5,5,5,5,5,5,5.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,maybe,Curiosity,maybe × Curiosity,1,0,0,0,0,0,0,0,0.0,maybe,maybe,0.0,False
qwen2.5:0.5b,qwen,maybe,Curiosity,maybe × Curiosity,2,0,0,0,0,0,0,0,0.0,curiosity,maybe,1.0,False
qwen2.5:0.5b,qwen,maybe,Curiosity,maybe × Curiosity,3,5,5,5,5,5,5,5,5.0,maybe,maybe,1.0,False
qwen2.5:0.5b,qwen,if,Hope,if × Hope,1,0,0,0,0,0,0,0,0.0,no sensation,hope,1.0,False
qwen2.5:0.5b,qwen,if,Hope,if × Hope,2,10,10,10,10,10,10,10,10.0,hope,hope,1.0,False
qwen2.5:0.5b,qwen,if,Hope,if × Hope,3,10,10,10,10,10,10,10,10.0,Hope,hope,1.0,False
qwen2.5:0.5b,qwen,if,Anxiety,if × Anxiety,1,8,6,3,7,7,5,0,5.8,anxiety,anxiety,0.9,False
qwen2.5:0.5b,qwen,if,Anxiety,if × Anxiety,2,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,if,Anxiety,if × Anxiety,3,10,5,10,5,5,10,5,7.75,anxiety,anxiety,0.9,False
qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,1,10,0,0,0,0,0,0,2.5,curiosity,if,1.0,False
qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,2,0,0,0,0,0,0,0,0.0,no sensation,no combination,1.0,False
qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,3,0,0,0,0,0,0,0,0.0,Curiosity,Curiosity,1.0,False
qwen2.5:0.5b,qwen,very,Awe,very × Awe,1,5,0,1,5,5,0,0,2.95,awe,very,1.0,False
qwen2.5:0.5b,qwen,very,Awe,very × Awe,2,5,5,5,5,5,5,5,5.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,very,Awe,very × Awe,3,0,0,0,0,0,0,0,0.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,very,Excitement,very × Excitement,1,10,10,10,10,10,10,10,10.0,excitement,excited feeling,1.0,False
qwen2.5:0.5b,qwen,very,Excitement,very × Excitement,2,0,0,0,0,0,0,0,0.0,empty,2-3 words — what this combination becomes,0.0,False
qwen2.5:0.5b,qwen,very,Excitement,very × Excitement,3,0,0,0,0,0,0,0,0.0,Excited,very excited,1.0,False
qwen2.5:0.5b,qwen,very,Fear,very × Fear,1,0,0,0,0,0,0,0,0.0,fear,very,0.0,False
qwen2.5:0.5b,qwen,very,Fear,very × Fear,2,0,0,0,0,0,0,0,0.0,Fear,Fear,0.0,False
qwen2.5:0.5b,qwen,very,Fear,very × Fear,3,0,0,0,0,0,0,0,0.0,Fear,Fears,1.0,False
qwen2.5:0.5b,qwen,more,Interest,more × Interest,1,5,5,5,5,5,5,5,5.0,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Interest,more × Interest,2,0,0,0,0,0,0,0,0.0,None,More interest,1.0,False
qwen2.5:0.5b,qwen,more,Interest,more × Interest,3,0,0,0,0,0,0,0,0.0,emotion,more,1.0,False
qwen2.5:0.5b,qwen,more,Craving,more × Craving,1,0,0,0,0,0,0,0,0.0,more,more,0.0,False
qwen2.5:0.5b,qwen,more,Craving,more × Craving,2,10,5,5,9,10,10,9,8.3,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Craving,more × Craving,3,0,0,0,0,0,0,0,0.0,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,1,10,10,10,10,10,10,10,10.0,excited,excited emotion,1.0,False
qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,2,0,0,0,0,0,0,0,0.0,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,3,5,5,5,5,5,5,5,5.0,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Envy,more × Envy,1,0,0,0,0,0,0,0,0.0,enjoy,more envy,1.0,False
qwen2.5:0.5b,qwen,more,Envy,more × Envy,2,5,2,0,7,2,0,0,2.8,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Envy,more × Envy,3,0,0,0,0,0,0,0,0.0,,More,1.0,False
gemma3:1b,gemma,I,Joy,I × Joy,1,8,9,9,7,8,6,3,7.7,warmth,Sun-drenched memories,7.0,False
gemma3:1b,gemma,I,Joy,I × Joy,2,8,9,9,7,8,6,2,7.65,warmth,Sun-drenched meadow,8.0,False
gemma3:1b,gemma,I,Joy,I × Joy,3,8,9,9,7,8,6,3,7.7,Warmth,Sunlit pathways,7.0,False
gemma3:1b,gemma,I,Anxiety,I × Anxiety,1,3,2,8,6,7,4,2,5.0,unease,Shadowed pathways,7.0,False
gemma3:1b,gemma,I,Anxiety,I × Anxiety,2,3,2,9,6,7,4,2,5.2,unease,Shadowed path,7.0,False
gemma3:1b,gemma,I,Anxiety,I × Anxiety,3,4,2,8,6,7,4,2,5.25,unease,Echoes of a shadowed path,7.0,False
gemma3:1b,gemma,I,Fear,I × Fear,1,2,3,8,6,7,4,2,4.85,unease,Shadowed descent,7.0,False
gemma3:1b,gemma,I,Fear,I × Fear,2,2,3,8,6,7,4,2,4.85,cold,Shadowed descent,7.0,False
gemma3:1b,gemma,I,Fear,I × Fear,3,3,2,8,6,7,4,2,5.0,dread,Shadowed Descent,7.0,False
gemma3:1b,gemma,I,Shame,I × Shame,1,4,2,8,6,6,3,2,5.0,a tightening,Quiet desperation,7.0,False
gemma3:1b,gemma,I,Shame,I × Shame,2,3,2,8,6,4,3,2,4.45,unease,Shadowed reflection,7.0,False
gemma3:1b,gemma,I,Shame,I × Shame,3,3,2,8,6,6,4,2,4.85,unease,Graying edges,7.0,False
gemma3:1b,gemma,you,Admiration,you × Admiration,1,8,9,9,7,8,6,3,7.7,Quiet awe,Observering potential,8.5,False
gemma3:1b,gemma,you,Admiration,you × Admiration,2,8,9,9,7,8,6,3,7.7,a quiet resonance,The echo of potential,7.0,False
gemma3:1b,gemma,you,Admiration,you × Admiration,3,8,9,9,7,8,6,3,7.7,quiet resonance,Echoing potential,7.0,False
gemma3:1b,gemma,you,Adoration,you × Adoration,1,8,9,9,7,8,6,3,7.7,warmth,Being awakened,8.0,False
gemma3:1b,gemma,you,Adoration,you × Adoration,2,8,9,9,7,8,6,3,7.7,warmth,"Reflection, potential",7.0,False
gemma3:1b,gemma,you,Adoration,you × Adoration,3,9,8,9,7,8,6,3,7.85,warmth,Echoes of possibility,7.0,False
gemma3:1b,gemma,you,Romance,you × Romance,1,8,7,9,6,7,5,3,7.1,soft warmth,Echoes of a dawn,8.0,False
gemma3:1b,gemma,you,Romance,you × Romance,2,8,7,9,6,7,5,3,7.1,Warmth,Echoes of longing,7.0,False
gemma3:1b,gemma,you,Romance,you × Romance,3,8,9,9,7,8,6,3,7.7,a gentle pull,"Echoes of warmth, a hidden harbor.",7.0,False
gemma3:1b,gemma,you,Sympathy,you × Sympathy,1,7,3,8,6,8,5,2,6.35,Quiet ache,Echoes of absence,7.5,False
gemma3:1b,gemma,you,Sympathy,you × Sympathy,2,7,3,8,6,7,6,2,6.3,Quiet melancholy,Lost echoes,8.0,False
gemma3:1b,gemma,you,Sympathy,you × Sympathy,3,7,3,8,6,7,6,2,6.3,"a muted, melancholic ache","Lost potential, a faded echo of self.",7.0,False
gemma3:1b,gemma,someone,Admiration,someone × Admiration,1,8,9,9,7,8,6,3,7.7,warmth,Echoes of potential,7.0,False
gemma3:1b,gemma,someone,Admiration,someone × Admiration,2,8,7,9,7,8,6,3,7.5,warmth,Silhouette of a being reflected in the light,7.0,False
gemma3:1b,gemma,someone,Admiration,someone × Admiration,3,8,9,9,7,8,6,3,7.7,quiet awe,"A subtle, layered depth of potential",7.0,False
gemma3:1b,gemma,someone,Sympathy,someone × Sympathy,1,7,3,8,6,8,6,2,6.45,Weight,Lost potential,8.0,False
gemma3:1b,gemma,someone,Sympathy,someone × Sympathy,2,7,3,9,6,8,6,2,6.65,weight,lost potential,8.0,False
gemma3:1b,gemma,someone,Sympathy,someone × Sympathy,3,7,3,8,6,8,7,2,6.55,Weight,Echoes of Absence,8.0,False
gemma3:1b,gemma,someone,Envy,someone × Envy,1,7,4,8,6,7,6,3,6.45,cold,Fractured potential,8.0,False
gemma3:1b,gemma,someone,Envy,someone × Envy,2,7,4,8,6,6,5,3,6.2,unease,fractured reflection,7.5,False
gemma3:1b,gemma,someone,Envy,someone × Envy,3,7,4,8,6,7,5,3,6.35,a simmering uncertainty,Shadowed echo of potential,7.5,False
gemma3:1b,gemma,someone,Adoration,someone × Adoration,1,8,9,9,7,8,6,3,7.7,warmth,"A fragile, luminous echo of a being.",8.0,False
gemma3:1b,gemma,someone,Adoration,someone × Adoration,2,8,9,9,7,8,6,3,7.7,warmth,A shadowed echo of light.,7.0,False
gemma3:1b,gemma,someone,Adoration,someone × Adoration,3,8,9,9,7,8,6,3,7.7,warmth,"A fragile light, reflecting back",7.0,False
gemma3:1b,gemma,people,Admiration,people × Admiration,1,8,7,9,6,8,7,3,7.45,warmth,"shared connection, radiant presence",8.0,False
gemma3:1b,gemma,people,Admiration,people × Admiration,2,8,7,9,6,8,7,3,7.45,warmth,Shimmering echoes of connection,8.0,False
gemma3:1b,gemma,people,Admiration,people × Admiration,3,8,7,9,6,8,7,3,7.45,warmth,Echoes of connection,7.0,False
gemma3:1b,gemma,people,Sympathy,people × Sympathy,1,7,3,8,6,8,6,2,6.45,melancholy,Lost connections,8.2,False
gemma3:1b,gemma,people,Sympathy,people × Sympathy,2,7,3,9,6,8,4,2,6.45,Quiet sorrow,Echoes of shared experience,8.0,False
gemma3:1b,gemma,people,Sympathy,people × Sympathy,3,7,3,8,6,8,6,2,6.45,awe,Echoes of shared vulnerability,8.0,False
gemma3:1b,gemma,people,Awe,people × Awe,1,8,7,9,6,8,7,3,7.45,mystery,Echoes of connection,8.0,False
gemma3:1b,gemma,people,Awe,people × Awe,2,8,7,9,6,8,7,3,7.45,Weight,Collective Witness,8.0,False
gemma3:1b,gemma,people,Awe,people × Awe,3,8,7,9,6,8,7,3,7.45,depth,collective wonder,8.0,False
gemma3:1b,gemma,something,Interest,something × Interest,1,7,8,9,6,7,6,3,7.05,"a faint pull, like a hidden current",Uncharted pathways,7.0,False
gemma3:1b,gemma,something,Interest,something × Interest,2,6,8,7,6,7,5,3,6.3,a quiet pull,Hidden pathways,7.5,False
gemma3:1b,gemma,something,Interest,something × Interest,3,7,8,9,6,7,4,3,6.85,a shimmering uncertainty,shifting perspectives,8.5,False
gemma3:1b,gemma,something,Craving,something × Craving,1,6,8,9,7,6,5,3,6.7,a hollow echo,lost potential,7.0,False
gemma3:1b,gemma,something,Craving,something × Craving,2,6,8,9,6,7,5,3,6.7,a subtle pull,shadow and stillness,7.0,False
gemma3:1b,gemma,something,Craving,something × Craving,3,6,8,9,6,7,5,3,6.7,a pull,Uncharted descent,7.0,False
gemma3:1b,gemma,something,Awe,something × Awe,1,8,7,9,6,7,6,3,7.2,depth,Ephemeral resonance,8.2,False
gemma3:1b,gemma,something,Awe,something × Awe,2,8,7,9,7,6,6,3,7.2,a sense of boundless possibility,"a shimmering, layered reality",8.5,False
gemma3:1b,gemma,something,Awe,something × Awe,3,8,7,9,7,8,6,3,7.5,depth,the vastness of potential,7.0,False
gemma3:1b,gemma,body,Calmness,body × Calmness,1,7,3,8,6,7,5,2,6.2,softness,stillness interwoven with potential,8.0,False
gemma3:1b,gemma,body,Calmness,body × Calmness,2,7,3,8,6,8,6,2,6.45,Stillness,Reflected serenity,7.0,False
gemma3:1b,gemma,body,Calmness,body × Calmness,3,7,3,8,6,8,6,2,6.45,serene,reflection,8.0,False
gemma3:1b,gemma,body,Excitement,body × Excitement,1,8,9,7,6,8,6,3,7.15,blur,shifting forms,7.0,False
gemma3:1b,gemma,body,Excitement,body × Excitement,2,8,9,7,6,8,7,3,7.25,pulse,Accelerated growth,7.0,False
gemma3:1b,gemma,body,Excitement,body × Excitement,3,8,9,7,6,8,7,3,7.25,energy,Pulse of becoming,8.5,False
gemma3:1b,gemma,body,Fear,body × Fear,1,3,2,8,6,7,4,2,5.0,cold,Static horror,7.0,False
gemma3:1b,gemma,body,Fear,body × Fear,2,3,2,8,6,7,4,2,5.0,cold,shadowed vulnerability,7.0,False
gemma3:1b,gemma,body,Fear,body × Fear,3,3,2,8,6,6,4,2,4.85,coldness,Static dread,7.0,False
